potid,speciesid,colour,longestleaflength_cm,loglongestleaflength_cm,height_cm,logheight_cm,num_leaves,lognum_leaves,observer,date,sampledate,graphdate,shadetreatment,invasiontreatment,season,treatment
6,hempnettle,green,3.5,0.544068044,5,0.698970004,8,0.903089987,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
6,hempnettle,blue,7.5,0.875061263,10,1,14,1.146128036,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
6,hempnettle,red,6.5,0.812913357,10.5,1.021189299,12,1.079181246,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
6,maple,red,3,0.477121255,3.5,0.544068044,4,0.602059991,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
6,violet,red,1.5,0.176091259,,,3,0.477121255,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
6,violet,yellow,1.5,0.176091259,,,2,0.301029996,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
6,violet,green,1,0,,,2,0.301029996,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
7,avens,yellow,2.5,0.397940009,,,3,0.477121255,Katja,6/14/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
7,avens,green,0.5,-0.301029996,,,2,0.301029996,Katja,6/14/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
7,bindweed,yellow,6.5,0.812913357,16,1.204119983,12,1.079181246,Katja,6/14/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
7,bindweed,blue,6.5,0.812913357,7.5,0.875061263,9,0.954242509,Katja,6/14/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
7,bindweed,red,2.5,0.397940009,2,0.301029996,4,0.602059991,Katja,6/14/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
7,hempnettle,green,8,0.903089987,9,0.954242509,20,1.301029996,Katja,6/14/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
7,hempnettle,red,7,0.84509804,8,0.903089987,8,0.903089987,Katja,6/14/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
7,sawleaf,green,4,0.602059991,,,8,0.903089987,Katja,6/14/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
8,avens,green,1.2,0.079181246,,,,,Katja,6/14/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
8,avens,red,1,0,,,,,Katja,6/14/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
8,bindweed,yellow,2.5,0.397940009,0.5,-0.301029996,,,Katja,6/14/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
8,bindweed,green,4,0.602059991,4.5,0.653212514,,,Katja,6/14/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
8,bindweed,red,3,0.477121255,2.5,0.397940009,,,Katja,6/14/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
8,commonplantain,green,2.5,0.397940009,,,,,Katja,6/14/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
8,commonplantain,blue,2,0.301029996,,,,,Katja,6/14/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
8,hempnettle,blue,8.5,0.929418926,15,1.176091259,,,Katja,6/14/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
8,hempnettle,yellow,6.5,0.812913357,9.5,0.977723605,,,Katja,6/14/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
8,hempnettle,red,9.5,0.977723605,13.5,1.130333768,,,Katja,6/14/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
8,maple,blue,2.3,0.361727836,3.5,0.544068044,,,Katja,6/14/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
8,maple,green,3.7,0.568201724,6,0.77815125,,,Katja,6/14/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
8,maple,yellow,2,0.301029996,3.5,0.544068044,,,Katja,6/14/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
9,avens,blue,1,0,,,3,0.477121255,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
9,avens,red,0.5,-0.301029996,,,3,0.477121255,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
9,bindweed,green,4,0.602059991,3,0.477121255,5,0.698970004,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
9,bindweed,blue,2.5,0.397940009,2,0.301029996,4,0.602059991,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
9,bindweed,red,0.5,-0.301029996,0.5,-0.301029996,3,0.477121255,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
9,dandelion,yellow,3,0.477121255,,,4,0.602059991,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
9,dandelion,red,1.5,0.176091259,,,2,0.301029996,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
9,hempnettle,red,6.5,0.812913357,7,0.84509804,22,1.342422681,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
9,hempnettle,green,7,0.84509804,6,0.77815125,16,1.204119983,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
9,hempnettle,yellow,6,0.77815125,7,0.84509804,8,0.903089987,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
9,lambsquarters,green,4,0.602059991,24,1.380211242,8,0.903089987,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
9,violet,green,1.5,0.176091259,,,2,0.301029996,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
9,violet,yellow,4,0.602059991,,,1,0,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
9,violet,red,0.5,-0.301029996,,,2,0.301029996,Katja,6/14/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
10,bindweed,blue,3,0.477121255,1.5,0.176091259,4,0.602059991,Katja,6/14/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
10,bindweed,red,3.5,0.544068044,3,0.477121255,4,0.602059991,Katja,6/14/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
10,bindweed,yellow,2,0.301029996,1,0,3,0.477121255,Katja,6/14/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
10,dandelion,red,6.6,0.819543936,,,9,0.954242509,Katja,6/14/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
10,hempnettle,blue,8.5,0.929418926,10,1,18,1.255272505,Katja,6/14/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
10,hempnettle,green,6,0.77815125,8.5,0.929418926,10,1,Katja,6/14/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
10,hempnettle,yellow,5,0.698970004,4,0.602059991,19,1.278753601,Katja,6/14/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
10,maple,green,2,0.301029996,3,0.477121255,4,0.602059991,Katja,6/14/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
10,maple,yellow,2.5,0.397940009,3,0.477121255,6,0.77815125,Katja,6/14/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
11,avens,red,1.5,0.176091259,,,3,0.477121255,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
11,avens,yellow,1.5,0.176091259,,,3,0.477121255,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
11,avens,blue,1.3,0.113943352,,,3,0.477121255,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
11,bindweed,blue,4,0.602059991,2.4,0.380211242,4,0.602059991,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
11,bindweed,green,4.6,0.662757832,4,0.602059991,6,0.77815125,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
11,bindweed,yellow,5.1,0.707570176,2.8,0.447158031,5,0.698970004,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
11,hempnettle,green,8,0.903089987,9.6,0.982271233,28,1.447158031,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
11,hempnettle,yellow,11.1,1.045322979,16.2,1.209515015,36,1.556302501,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
11,hempnettle,blue,6,0.77815125,8,0.903089987,10,1,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
11,maple,yellow,2.5,0.397940009,3.5,0.544068044,4,0.602059991,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
15,avens,red,1,0,1,0,3,0.477121255,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
15,avens,blue,2.5,0.397940009,3,0.477121255,4,0.602059991,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
15,bindweed,yellow,4.6,0.662757832,3.5,0.544068044,6,0.77815125,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
15,bindweed,green,5.5,0.740362689,11.5,1.06069784,12,1.079181246,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
15,bindweed,red,7,0.84509804,21,1.322219295,21,1.322219295,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
15,cress,blue,2,0.301029996,8,0.903089987,43,1.633468456,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
15,fuzzycommonplantain,yellow,1.5,0.176091259,5,0.698970004,14,1.146128036,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
15,hempnettle,red,8,0.903089987,15.2,1.181843588,47,1.672097858,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
15,hempnettle,yellow,9,0.954242509,23,1.361727836,70,1.84509804,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
15,hempnettle,blue,9,0.954242509,16.5,1.217483944,40,1.602059991,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
15,violet,red,14.5,1.161368002,2.5,0.397940009,3,0.477121255,Katja,6/14/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
16,bindweed,blue,2,0.301029996,2.5,0.397940009,4,0.602059991,Katja,6/14/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
16,bindweed,yellow,3.5,0.544068044,4.5,0.653212514,4,0.602059991,Katja,6/14/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
16,bindweed,green,4,0.602059991,3.5,0.544068044,8,0.903089987,Katja,6/14/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
16,dandelion,red,6,0.77815125,11,1.041392685,5,0.698970004,Katja,6/14/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
16,hempnettle,blue,8,0.903089987,13.2,1.120573931,56,1.748188027,Katja,6/14/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
16,hempnettle,yellow,6.5,0.812913357,7,0.84509804,28,1.447158031,Katja,6/14/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
16,hempnettle,red,4.5,0.653212514,5,0.698970004,36,1.556302501,Katja,6/14/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
16,longleaf,blue,4,0.602059991,11,1.041392685,6,0.77815125,Katja,6/14/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
16,violet,yellow,1.9,0.278753601,1.6,0.204119983,1,0,Katja,6/14/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
16,violet,blue,1,0,1.5,0.176091259,1,0,Katja,6/14/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
12,avens,blue,2.5,0.397940009,,,6,0.77815125,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
12,avens,red,1.5,0.176091259,,,3,0.477121255,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
12,bindweed,red,3.7,0.568201724,4.1,0.612783857,5,0.698970004,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
12,bindweed,blue,5,0.698970004,6.5,0.812913357,5,0.698970004,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
12,bindweed,yellow,6,0.77815125,16.5,1.217483944,11,1.041392685,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
12,commonplantain,red,2.5,0.397940009,,,9,0.954242509,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
12,commonplantain,yellow,2.1,0.322219295,,,6,0.77815125,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
12,hempnettle,red,7.8,0.892094603,10.2,1.008600172,48,1.681241237,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
12,hempnettle,blue,5.6,0.748188027,8.9,0.949390007,32,1.505149978,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
12,hempnettle,green,10.5,1.021189299,15.6,1.193124598,37,1.568201724,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
12,maple,yellow,2.4,0.380211242,3,0.477121255,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
12,maple,red,3,0.477121255,4,0.602059991,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
12,maple,blue,1.6,0.204119983,3.1,0.491361694,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
14,avens,yellow,1.1,0.041392685,,,2,0.301029996,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
14,bindweed,blue,2.8,0.447158031,3,0.477121255,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
14,bindweed,red,4,0.602059991,4,0.602059991,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
14,bindweed,yellow,4.6,0.662757832,3.5,0.544068044,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
14,commonplantain,red,4,0.602059991,,,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
14,hempnettle,blue,7,0.84509804,9.1,0.959041392,19,1.278753601,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
14,hempnettle,green,7.4,0.86923172,10,1,8,0.903089987,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
14,hempnettle,yellow,8.8,0.944482672,11.2,1.049218023,8,0.903089987,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
14,maple,red,3.5,0.544068044,2.9,0.462397998,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
14,maple,yellow,3,0.477121255,3.6,0.556302501,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
17,bindweed,yellow,5.5,0.740362689,8,0.903089987,5,0.698970004,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
17,bindweed,green,4.5,0.653212514,7,0.84509804,7,0.84509804,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
17,bindweed,red,3.5,0.544068044,4,0.602059991,6,0.77815125,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
17,hempnettle,red,7.5,0.875061263,9,0.954242509,36,1.556302501,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
17,maple,red,2.3,0.361727836,5.1,0.707570176,7,0.84509804,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
17,maple,blue,2.6,0.414973348,5.5,0.740362689,4,1.672097858,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
17,maple,green,2,0.301029996,3.2,0.505149978,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
18,avens,red,0.9,-0.045757491,,,3,0.477121255,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
18,bindweed,green,3.8,0.579783597,3.5,0.544068044,5,0.698970004,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
18,bindweed,blue,5.1,0.707570176,5,0.698970004,5,0.698970004,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
18,commonplantain,blue,2.5,0.397940009,,,6,0.77815125,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
18,commonplantain,red,1.5,0.176091259,,,5,0.698970004,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
18,hempnettle,yellow,8,0.903089987,11.2,1.049218023,18,1.255272505,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
18,hempnettle,blue,8.5,0.929418926,12,1.079181246,12,1.079181246,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
18,maple,yellow,2.1,0.322219295,3.3,0.51851394,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
18,maple,red,2.5,0.397940009,3.6,0.556302501,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
19,avens,green,0.9,-0.045757491,,,3,0.477121255,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
19,avens,red,1.1,0.041392685,,,,,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
19,bindweed,green,3,0.477121255,3,0.477121255,5,0.698970004,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
19,bindweed,yellow,1.7,0.230448921,1.2,0.079181246,3,0.477121255,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
19,commonplantain,red,2.5,0.397940009,,,5,0.698970004,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
19,hempnettle,yellow,7.1,0.851258349,10,1,32,1.505149978,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
19,hempnettle,green,6.8,0.832508913,10.6,1.025305865,33,1.51851394,Katja,6/17/2023,6/14/2023,14-Jun,normal,uninvaded,mid,normaluninvaded
20,bindweed,yellow,5,0.698970004,5.6,0.748188027,11,1.041392685,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
20,bindweed,nocolour,3.5,0.544068044,2.8,0.447158031,7,0.84509804,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
20,bindweed,red,4.1,0.612783857,3.2,0.505149978,6,0.77815125,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
20,hempnettle,blue,7.9,0.897627091,12.3,1.089905111,76,1.880813592,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
20,hempnettle,yellow,,,,,,,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
20,hempnettle,red,,,,,,,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
20,maple,red,2.4,0.380211242,2.5,0.397940009,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,control,invaded,mid,controlinvaded
21,bindweed,green,3.5,0.544068044,4.1,0.612783857,5,0.698970004,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
21,bindweed,yellow,3.5,0.544068044,3.5,0.544068044,2,0.301029996,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
21,commonplantain,green,2.5,0.397940009,,,7,0.84509804,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
21,commonplantain,yellow,3.5,0.544068044,,,7,0.84509804,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
21,commonplantain,red,3,0.477121255,3,0.477121255,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
21,hempnettle,green,6.4,0.806179974,9,0.954242509,10,1,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
21,hempnettle,blue,,,,,,,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
21,hempnettle,yellow,6.2,0.792391689,6.8,0.832508913,16,1.204119983,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
21,maple,green,3.2,0.505149978,3.8,0.579783597,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
21,maple,blue,2.1,0.322219295,4.6,0.662757832,6,0.77815125,Katja,6/17/2023,6/14/2023,14-Jun,early,uninvaded,mid,earlyuninvaded
22,bindweed,yellow,1.5,0.176091259,0.5,-0.301029996,5,0.698970004,Katja,6/17/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
22,bindweed,blue,7.1,0.851258349,8.3,0.919078092,6,0.77815125,Katja,6/17/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
22,bindweed,green,5.2,0.716003344,4,0.602059991,6,0.77815125,Katja,6/17/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
22,hempnettle,yellow,8.7,0.939519253,8,0.903089987,45,1.653212514,Katja,6/17/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
22,hempnettle,green,7.2,0.857332496,4.1,0.612783857,52,1.716003344,Katja,6/17/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
22,maple,red,2.5,0.397940009,4.5,0.653212514,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,normal,invaded,mid,normalinvaded
23,avens,yellow,1.5,0.176091259,,,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
23,avens,green,0.5,-0.301029996,,,3,0.477121255,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
23,bindweed,yellow,4.5,0.653212514,6,0.77815125,5,0.698970004,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
23,bindweed,red,4,0.602059991,5.3,0.72427587,6,0.77815125,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
23,bindweed,green,0.8,-0.096910013,0.5,-0.301029996,3,0.477121255,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
23,commonplantain,blue,2.2,0.342422681,,,5,0.698970004,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
23,commonplantain,red,2,0.301029996,,,8,0.903089987,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
23,commonplantain,yellow,2,0.301029996,,,9,0.954242509,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
23,dandelion,red,2.5,0.397940009,,,8,0.903089987,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
23,hempnettle,red,5,0.698970004,6.1,0.785329835,10,1,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
23,hempnettle,green,4,0.602059991,6.3,0.799340549,20,1.301029996,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
23,hempnettle,blue,6.5,0.812913357,7.2,0.857332496,29,1.462397998,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
23,maple,red,,,,,,,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
23,maple,green,3,0.477121255,6,0.77815125,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
23,maple,blue,2.5,0.397940009,4.5,0.653212514,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,control,uninvaded,mid,controluninvaded
24,avens,blue,2,0.301029996,,,3,0.477121255,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
24,avens,red,1.5,0.176091259,,,3,0.477121255,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
24,avens,green,1.6,0.204119983,,,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
24,bindweed,green,5.45,0.736396502,6.9,0.838849091,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
24,bindweed,yellow,6.2,0.792391689,5,0.698970004,3,0.477121255,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
24,commonplantain,red,1.5,0.176091259,,,,,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
24,commonplantain,yellow,2.5,0.397940009,,,,,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
24,cress,blue,2,0.301029996,,,6,0.77815125,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
24,hempnettle,blue,11,1.041392685,20,1.301029996,40,1.602059991,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
24,maple,red,4.1,0.612783857,5,0.698970004,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
24,maple,blue,2.6,0.414973348,6.1,0.785329835,5,0.698970004,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
25,avens,yellow,1,0,,,2,0.301029996,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
25,avens,green,1.1,0.041392685,,,4,0.602059991,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
25,avens,nocolour,1.5,0.176091259,,,2,0.301029996,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
25,bindweed,blue,3,0.477121255,3,0.477121255,3,0.477121255,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
25,bindweed,green,3.1,0.491361694,3.8,0.579783597,5,0.698970004,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
25,bindweed,yellow,4.2,0.62324929,4.9,0.69019608,5,0.698970004,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
25,hempnettle,green,9,0.954242509,12.3,1.089905111,14,1.146128036,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
25,hempnettle,yellow,8.3,0.919078092,19.1,1.281033367,22,1.342422681,Katja,6/17/2023,6/14/2023,14-Jun,early,invaded,mid,earlyinvaded
